,Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Industry PE,Debt,Price to book value,Cash from operations last year,Debt to equity,Return on equity,Piotroski score,Credit rating,Industry PBV,Equity capital,Total Assets,is in nse
113,Mindtree,532819.0,MINDTREE,Computers - Software - Large,1734.75,28.59,28574.76,0.75,326.5,65.74,2023.7,2.97,27.28,27.9,550.5,7.2,825.1,0.14,19.52,4.0,,6.77,164.7,5857.8,True
115,Mphasis,526299.0,MPHASIS,Computers - Software - Medium / Small,1688.05,25.19,31560.76,2.07,325.53,10.88,2474.39,8.68,26.16,20.82,571.28,5.41,1321.02,0.1,21.37,7.0,,1.25,186.74,8739.76,True
121,Newgen Software,540900.0,NEWGEN,Computers - Software - Medium / Small,298.9,18.15,2091.71,0.67,35.42,47.83,185.51,0.3,17.77,20.82,64.62,3.64,90.05,0.11,13.93,4.0,,1.25,69.28,820.48,True
124,Nucleus Soft.,531209.0,NUCLEUS,Computers - Software - Medium / Small,523.9,12.81,1521.44,1.72,24.82,6.98,124.01,-4.85,21.01,20.82,8.25,2.45,74.73,0.01,15.85,6.0,,1.25,29.04,841.41,True
129,One Point One,,ONEPOINT,Computers - Software - Medium / Small,13.15,,32.97,0.0,-3.29,-401.83,30.49,-15.49,1.62,20.82,99.47,0.74,24.91,2.24,-0.77,5.0,,1.25,25.07,167.16,True
130,Onward Technolog,517536.0,ONWARDTEC,Computers - Software - Medium / Small,101.9,76.02,166.49,1.47,2.35,-17.83,57.83,-17.03,14.91,20.82,35.88,2.41,28.77,0.52,9.68,4.0,,1.25,16.29,141.11,True
131,Oracle Fin.Serv.,532466.0,OFSS,Computers - Software - Medium / Small,3197.85,17.52,27520.16,5.63,429.68,-5.93,1238.42,6.75,39.58,20.82,93.93,4.64,1521.82,0.02,25.42,6.0,,1.25,43.02,7359.09,True
133,Palred Technolog,532521.0,PALREDTEC,Computers - Software - Medium / Small,117.35,67.98,114.21,0.0,0.97,157.4,31.43,161.26,-9.87,20.82,22.08,4.0,-14.67,0.77,-15.9,3.0,,1.25,9.73,61.77,True
136,Persistent Sys,533179.0,PERSISTENT,Computers - Software - Medium / Small,1708.4,32.91,13056.45,0.82,120.92,37.52,1075.4,16.55,18.57,20.82,77.96,5.08,322.82,0.03,13.92,4.0,,1.25,76.43,3262.05,True
139,Quick Heal Tech,539678.0,QUICKHEAL,Computers - Software - Medium / Small,156.9,13.53,1007.38,2.55,12.72,-29.18,71.12,9.18,13.77,20.82,0.0,1.43,70.78,0.0,10.1,4.0,,1.25,64.21,784.31,True
141,R S Software (I),517447.0,RSSOFTWARE,Computers - Software - Medium / Small,24.55,,63.11,0.0,-5.11,41.13,7.53,-48.6,-27.56,20.82,0.0,0.96,-40.75,0.0,-64.31,4.0,,1.25,12.85,80.77,True
142,R Systems Intl.,532735.0,RSYSTEMS,Computers - Software - Medium / Small,117.05,16.74,1400.34,1.28,29.38,32.97,236.64,11.17,26.73,20.82,8.36,3.28,124.36,0.02,21.88,8.0,,1.25,11.96,649.22,True
144,Ramco Systems,532370.0,RAMCOSYS,Computers - Software - Medium / Small,592.3,42.72,1818.65,0.0,17.89,209.52,171.38,16.51,6.59,20.82,113.95,2.89,50.49,0.18,1.72,5.0,,1.25,30.71,968.94,True
146,Rolta India,500366.0,ROLTA,Computers - Software - Medium / Small,4.15,,68.84,0.0,-292.81,43.75,274.4,-23.68,-5.73,20.82,4706.15,,541.97,,,3.0,,1.25,165.89,6037.88,True
147,Route Mobile,543228.0,ROUTE,Computers - Software - Medium / Small,1747.1,90.37,10083.14,0.0,37.99,17.39,384.84,45.68,28.81,20.82,41.44,,,0.08,28.76,5.0,,1.25,57.36,953.5,True
148,RPSG Ventures,542333.0,RPSGVENT,Computers - Software - Medium / Small,313.8,15.53,831.93,0.0,21.71,19.75,1476.52,25.05,7.08,20.82,1585.49,0.36,246.76,0.68,-0.13,5.0,,1.25,26.51,6056.89,True
151,Saksoft,590051.0,SAKSOFT,Computers - Software - Medium / Small,353.0,8.67,370.3,1.27,12.07,25.99,97.42,11.35,25.58,20.82,26.55,1.61,56.09,0.12,20.16,6.0,,1.25,9.96,320.48,True
153,Sasken Technol.,532663.0,SASKEN,Computers - Software - Medium / Small,879.2,13.94,1323.27,3.41,33.9,44.56,113.89,-4.3,18.88,20.82,0.48,2.47,112.01,0.0,13.22,6.0,,1.25,15.05,640.54,True
157,SecureKloud Tech,512161.0,SECURKLOUD,Computers - Software - Medium / Small,86.65,192.09,264.44,0.0,2.38,-77.4,90.51,-20.21,-7.53,20.82,133.68,10.56,86.37,5.34,-12.54,4.0,,1.25,15.26,243.35,True
164,Sonata Software,532221.0,SONATSOFTW,Computers - Software - Medium / Small,488.9,23.09,5141.24,4.14,53.79,-29.09,1396.16,12.88,50.57,20.82,144.01,6.38,368.56,0.18,37.98,5.0,,1.25,10.39,1838.95,True
169,Subex,532348.0,SUBEXLTD,Computers - Software - Medium / Small,28.9,24.39,1626.08,1.73,8.71,345.35,93.88,-2.3,12.55,20.82,15.37,2.99,67.11,0.03,3.38,8.0,,1.25,281.0,691.61,True
171,Take Solutions,532890.0,TAKE,Computers - Software - Medium / Small,56.85,,841.0,0.0,-25.45,-150.46,216.39,-66.77,1.37,20.82,537.21,0.69,211.14,0.44,-0.8,4.0,,1.25,14.62,2062.74,True
172,Tanla Platforms,532790.0,TANLA,Computers - Software - Medium / Small,988.45,66.58,13446.52,0.1,93.52,13652.94,654.11,21.35,-24.7,20.82,4.08,19.24,239.15,0.01,-23.53,4.0,,1.25,13.6,1184.24,True
173,Tata Elxsi,500408.0,TATAELXSI,Computers - Software - Medium / Small,2586.1,48.07,16105.31,0.64,105.2,39.49,477.1,12.67,34.96,20.82,54.09,14.2,256.46,0.05,25.65,5.0,,1.25,62.28,1428.14,True
174,TCS,532540.0,TCS,Computers - Software - Large,3006.35,34.64,1112064.31,1.1,8701.0,7.18,42015.0,5.42,47.76,27.9,7882.0,11.69,32369.0,0.08,37.21,3.0,,6.77,375.0,133398.0,True
175,Tech Mahindra,532755.0,TECHM,Computers - Software - Large,967.1,22.55,93615.07,1.55,1309.8,14.3,9647.1,-0.08,22.35,27.9,2892.0,3.95,4358.1,0.12,19.13,5.0,,6.77,436.6,38249.6,True
178,Tera Software,533982.0,TERASOFT,Computers - Software - Medium / Small,42.35,41.08,52.99,0.0,0.24,-82.22,40.03,-43.52,13.17,20.82,49.97,0.49,14.3,0.46,6.17,7.0,,1.25,12.51,293.33,True
180,Trejhara Solutio,542233.0,TREJHARA,Computers - Software - Medium / Small,31.1,4.01,36.75,0.0,3.23,12.54,14.65,20.68,2.77,20.82,12.83,0.08,47.46,0.03,1.62,6.0,,1.25,11.82,591.25,True
181,Trigyn Techno.,517562.0,TRIGYN,Computers - Software - Medium / Small,69.6,4.04,214.27,0.36,14.09,-18.18,237.38,2.43,16.82,20.82,12.48,0.4,-1.03,0.02,10.7,3.0,,1.25,30.79,643.1,True
186,Vakrangee,511431.0,VAKRANGEE,Computers - Software - Converts,52.3,78.57,5540.69,0.48,16.8,-14.81,74.36,-62.67,3.3,39.5,0.0,2.1,-50.81,0.0,2.57,4.0,,0.25,105.94,2862.37,True
192,Wipro,507685.0,WIPRO,Computers - Software - Large,430.4,23.23,235817.7,0.23,2968.0,20.85,15670.0,1.29,19.86,27.9,7105.0,3.88,10064.3,0.12,17.4,7.0,,6.77,1143.1,87104.7,True
193,Xchanging Sol.,532616.0,XCHANGING,Computers - Software - Medium / Small,68.5,11.48,763.09,0.0,15.01,141.32,44.78,-2.46,12.75,20.82,3.36,1.45,45.74,0.01,11.77,7.0,,1.25,111.4,603.32,True
194,Xelpmoc Design,542367.0,XELPMOC,Computers - Software - Medium / Small,295.95,86.3,405.61,0.0,1.0,725.0,3.53,65.73,-4.67,20.82,0.51,7.4,-4.6,0.01,-5.03,5.0,,1.25,13.71,65.27,True
196,Zen Technologies,533339.0,ZENTEC,Computers - Software - Medium / Small,86.3,33.9,686.17,0.46,2.32,-77.32,16.57,-49.77,33.28,20.82,1.85,3.42,62.43,0.01,37.09,8.0,,1.25,7.95,218.07,True
197,Zensar Tech.,504067.0,ZENSARTECH,Computers - Software - Medium / Small,297.25,27.03,6704.28,0.94,137.89,170.77,934.41,-8.44,18.1,20.82,431.93,3.08,686.22,0.2,12.6,5.0,,1.25,45.09,3437.75,True
2,Bata India,500043.0,BATAINDIA,Leather / Leather Products,1494.95,,19214.22,0.27,26.42,-74.81,615.63,-25.9,25.35,40.66,211.47,11.31,581.71,0.12,18.21,6.0,,0.74,64.26,3287.75,True
3,Bhartiya Intl.,526666.0,BIL,Leather / Leather Products,152.7,,186.33,0.0,2.1,25.0,135.56,-23.23,6.95,40.66,444.24,0.57,-7.12,1.35,5.73,4.0,,0.74,12.2,952.65,True
4,Khadim India,540775.0,KHADIM,Leather / Leather Products,180.05,,323.54,0.0,4.44,133.64,174.08,-0.39,-0.09,40.66,273.91,1.75,57.13,1.48,-11.64,3.0,,0.74,17.97,636.28,True
6,Liberty Shoes,526596.0,LIBERTSHOE,Leather / Leather Products,144.0,,245.38,0.0,5.77,297.24,147.41,-1.88,9.32,40.66,120.66,1.41,152.91,0.69,4.31,6.0,,0.74,17.04,556.17,True
8,Mirza Internatio,526642.0,MIRZAINT,Leather / Leather Products,54.4,118.78,654.46,1.65,15.48,-28.1,380.07,-4.37,11.68,40.66,269.44,1.07,227.83,0.44,7.7,6.0,,0.74,24.06,1378.61,True
12,Relaxo Footwear,530517.0,RELAXO,Leather / Leather Products,837.0,86.22,20794.6,0.15,90.07,66.3,672.02,12.04,23.43,40.66,181.76,15.13,318.9,0.13,19.03,6.0,,0.74,24.82,1948.38,True
15,Sreeleathers,535601.0,SREEL,Leather / Leather Products,145.0,30.15,364.82,0.0,5.35,-19.55,32.55,-23.56,12.77,40.66,0.09,1.09,28.88,0.0,9.38,7.0,,0.74,24.37,358.29,True
17,Superhouse Ltd,523283.0,SUPERHOUSE,Leather / Leather Products,129.6,5.14,142.88,0.62,11.39,19.89,157.47,-6.23,8.2,40.66,137.38,0.39,55.64,0.38,7.76,7.0,,0.74,11.03,681.25,True
1,Allcargo Logist.,532749.0,ALLCARGO,Miscellaneous,128.3,22.23,3152.27,2.34,14.04,-96.41,2734.68,53.05,9.85,30.2,1442.6,1.4,262.59,0.64,9.02,6.0,,1.21,49.14,6776.0,True
2,Arshiya,506074.0,ARSHIYA,Miscellaneous,37.85,,976.82,0.0,-105.31,-9.6,54.34,-27.67,-1.63,30.2,1401.88,,80.72,,-113.91,4.0,,1.21,51.62,3048.57,True
5,Blue Dart Expres,526612.0,BLUEDART,Couriers,4672.1,61593.83,11086.89,0.0,95.32,223.23,1037.12,20.9,13.14,61593.83,1083.29,27.22,364.11,2.66,0.29,6.0,,11.06,23.73,2638.86,True
9,Container Corpn.,531344.0,CONCOR,Miscellaneous,572.3,44.47,34869.92,0.63,234.27,29.51,1766.89,14.38,13.59,30.2,70.0,3.47,4285.78,0.01,7.33,6.0,,1.21,304.65,11789.64,True
14,Future Supply,540798.0,FSC,Miscellaneous,91.85,,403.07,0.0,-41.28,-501.95,116.03,-59.02,8.96,30.2,608.91,0.65,-193.46,0.98,1.76,3.0,,1.21,43.88,1965.54,True
15,Gateway Distr.,532622.0,GDL,Miscellaneous,178.2,37.48,2224.58,2.53,32.75,241.51,313.8,4.97,8.62,30.2,656.35,1.57,302.62,0.46,7.11,7.0,,1.21,124.84,2336.24,True
16,Gati,532345.0,GATI,Couriers,95.3,,1162.15,0.0,-25.49,-218.05,400.84,-9.68,0.49,61593.83,255.31,1.62,28.3,0.36,-10.79,2.0,,11.06,24.39,1455.8,True
20,JITF Infra Logis,540311.0,JITFINFRA,Miscellaneous,9.45,,24.29,0.0,-27.73,12.72,219.17,10.55,5.03,30.2,2189.22,,72.92,,,4.0,,1.21,5.14,2093.65,True
22,Maheshwari Logi.,,MAHESHWARI,Miscellaneous,83.2,81.54,246.25,0.0,3.42,9.97,196.88,6.24,15.54,30.2,131.9,1.9,29.82,1.02,11.9,6.0,,1.21,14.8,348.68,True
23,Mahindra Logis.,540768.0,MAHLOG,Miscellaneous,478.05,126.2,3426.2,0.31,18.25,17.36,1046.75,15.29,17.74,30.2,185.97,6.41,85.38,0.35,10.6,6.0,,1.21,71.66,1540.29,True
24,North Eastn.Car.,534615.0,NECCLTD,Miscellaneous,9.85,74.91,49.44,0.0,0.83,-40.71,62.56,-30.74,9.88,30.2,75.12,0.54,-3.91,0.83,7.09,6.0,,1.21,50.2,186.24,True
25,Patel Integrated,526381.0,PATINTLOG,Miscellaneous,25.45,52.59,66.26,0.39,0.03,-96.94,72.79,-12.35,5.51,30.2,58.19,0.56,-17.77,0.49,2.58,3.0,,1.21,16.54,179.26,True
31,Sical Logistics,520086.0,SICAL,Miscellaneous,16.85,,98.61,0.0,-11.29,81.26,123.64,-34.09,-4.72,30.2,697.91,0.22,292.35,1.56,-21.4,4.0,,1.21,58.54,2788.72,True
33,Snowman Logistic,538635.0,SNOWMAN,Miscellaneous,52.6,,878.88,0.0,1.42,141.16,60.18,2.42,2.37,30.2,177.87,2.1,55.61,0.42,-3.55,4.0,,1.21,167.09,633.71,True
36,Transport Corp.,532349.0,TCI,Miscellaneous,244.95,14.86,1886.03,0.82,41.84,47.51,807.09,14.27,14.52,30.2,279.33,1.77,252.27,0.26,15.78,5.0,,1.21,15.4,1648.71,True
37,VRL Logistics,539118.0,VRLLOG,Miscellaneous,259.65,233.41,2345.77,2.7,39.74,54.03,563.42,1.11,15.73,30.2,354.54,4.02,257.28,0.61,14.75,6.0,,1.21,90.34,1118.6,True
0,Guj Pipavav Port,533248.0,GPPL,Miscellaneous,109.0,26.2,5269.5,5.14,54.33,-54.86,198.4,0.93,17.58,26.2,50.86,2.62,339.55,0.03,14.24,9.0,,2.03,483.44,2394.29,True
1,D B Corp,533151.0,DBCORP,Entertainment / Electronic Media Software,101.45,17.14,1774.91,9.86,99.04,21.33,494.32,-17.44,19.27,11.3,276.64,1.07,363.1,0.17,15.8,5.0,,1.02,174.96,2346.97,True
4,H T Media,532662.0,HTMEDIA,Entertainment / Electronic Media Software,25.8,,600.49,0.0,3.26,-64.88,340.74,-40.96,5.83,11.3,590.85,0.29,66.67,0.29,-1.1,6.0,,1.02,46.55,4075.44,True
5,Hindustan Media,533217.0,HMVL,Entertainment / Electronic Media Software,70.55,6.52,519.75,0.0,35.68,9.18,162.59,-22.01,11.3,11.3,81.19,0.34,63.91,0.05,8.13,4.0,,1.02,73.67,1913.78,True
6,Infomedia Press,509069.0,INFOMEDIA,Printing & Stationery,4.2,,21.08,0.0,-0.87,3.33,0.0,,,24.33,33.07,,-0.79,,,5.0,,1.08,50.19,9.55,True
7,Jagran Prakashan,532705.0,JAGRAN,Entertainment / Electronic Media Software,57.25,24.39,1609.87,0.0,77.91,7.32,402.61,-27.19,12.9,11.3,325.66,0.85,404.11,0.17,13.36,5.0,,1.02,56.24,2950.72,True
9,MPS,532440.0,MPSLTD,Printing & Stationery,492.6,16.14,889.16,0.0,17.91,38.3,116.19,38.88,17.18,24.33,23.79,2.26,52.74,0.06,12.6,5.0,,1.08,18.05,505.08,True
10,Navneet Educat.,508989.0,NAVNETEDUL,Printing & Stationery,87.95,51.49,2012.92,3.41,-22.72,-380.34,123.2,-37.35,25.45,24.33,76.8,2.16,283.25,0.08,23.67,8.0,,1.08,45.77,1153.59,True
11,NDTV,532529.0,NDTV,Entertainment / Electronic Media Software,51.6,6.3,332.69,0.0,20.32,80.62,105.83,12.98,25.63,11.3,88.69,2.96,16.28,0.79,27.17,7.0,,1.02,25.79,465.88,True
14,Repro India,532687.0,REPRO,Printing & Stationery,372.7,,450.55,0.0,-10.0,-315.52,34.83,-60.13,6.42,24.33,129.17,1.72,62.86,0.49,6.94,5.0,,1.08,12.09,461.95,True
15,S Chand & Compan,540497.0,SCHAND,Printing & Stationery,96.05,,335.94,0.0,-46.41,37.81,34.58,259.09,-4.89,24.33,264.42,0.41,48.44,0.32,-11.87,4.0,,1.08,17.49,1299.52,True
16,SAB Events,540081.0,SABEVENTS,Entertainment / Electronic Media Software,1.5,,1.57,0.0,-0.4,-21.21,0.25,-34.21,-19.42,11.3,1.21,0.52,-0.43,0.4,-24.78,5.0,,1.02,10.48,5.01,True
17,Sambhaav Media,511630.0,SAMBHAAV,Entertainment / Electronic Media Software,2.65,,50.64,0.0,0.51,525.0,11.19,-13.39,2.79,11.3,14.46,0.61,11.54,0.17,0.46,6.0,,1.02,19.11,118.03,True
18,Sandesh,526725.0,SANDESH,Printing & Stationery,697.05,6.37,527.67,0.72,33.85,134.91,77.99,-8.04,9.77,24.33,0.1,0.65,-90.48,0.0,7.69,4.0,,1.08,7.57,867.87,True
19,Sundaram Multi.,533166.0,SUNDARAM,Printing & Stationery,1.35,,63.97,0.0,-2.15,-10650.0,9.0,-38.57,3.4,24.33,40.6,0.67,3.08,0.43,-4.91,5.0,,1.08,47.39,149.06,True
20,T.V. Today Netw.,532515.0,TVTODAY,Entertainment / Electronic Media Software,275.15,13.34,1641.78,8.09,54.8,46.02,223.59,0.51,24.64,11.3,17.41,1.83,203.54,0.02,15.76,5.0,,1.02,29.83,1103.02,True
21,UFO Moviez,539141.0,UFO,Entertainment / Electronic Media Software,81.8,,231.91,18.34,-28.21,-203.11,26.02,-81.64,10.11,11.3,101.62,0.73,120.27,0.32,7.32,4.0,,1.02,28.35,615.06,True
0,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,36.95,7.26,130.38,1.62,5.65,4.44,149.75,17.79,18.75,28.88,90.34,0.66,42.82,0.46,13.61,6.0,,0.92,17.64,420.82,True
1,Ashapura Minech.,527001.0,ASHAPURMIN,Mining / Minerals / Metals,116.75,83.84,1015.56,0.0,29.24,197.56,349.71,618.98,-15.45,28.88,588.67,2.73,15.74,1.58,,5.0,,0.92,17.4,1972.97,True
6,Bhagyanagar Ind,512296.0,BHAGYANGR,Mining / Minerals / Metals,51.1,96.17,163.49,0.0,1.33,79.73,227.87,43.14,4.95,28.88,90.99,1.31,48.59,0.73,0.73,5.0,,0.92,6.4,234.31,True
7,Coal India,533278.0,COALINDIA,Mining / Minerals / Metals,153.4,7.41,94536.25,7.82,3085.39,-21.37,23686.03,2.14,73.08,28.88,4808.98,2.55,4146.54,0.13,57.03,5.0,,0.92,6162.73,152409.43,True
13,G M D C,532181.0,GMDCLTD,Mining / Minerals / Metals,63.85,10.93,2030.43,3.13,-2.76,-109.77,329.26,-3.06,6.16,28.88,0.0,0.46,-7.51,0.0,4.76,3.0,,0.92,63.6,5362.76,True
15,Impex Ferro Tech,532614.0,IMPEXFERRO,Mining / Minerals / Metals,0.55,,4.84,0.0,-6.78,-42.74,24.28,157.48,-23.38,28.88,186.61,,4.62,,,5.0,,0.92,87.93,242.85,True
16,Indian Metals,533047.0,IMFA,Mining / Minerals / Metals,480.75,26.01,1296.92,0.62,32.42,610.96,425.46,7.03,0.05,28.88,605.74,1.13,220.51,0.53,-6.35,3.0,,0.92,26.98,2473.86,True
19,KIOCL,540680.0,KIOCL,Mining / Minerals / Metals,183.55,83.5,11155.27,0.38,63.82,1843.72,546.28,14.23,3.34,28.88,115.92,5.69,-21.76,0.06,2.02,2.0,,0.92,621.51,2423.01,True
20,Madhav Copper,,MCL,Mining / Minerals / Metals,92.95,57.73,252.29,0.0,2.25,1171.43,105.26,137.13,19.95,28.88,1.35,5.75,-19.2,0.03,15.82,4.0,,0.92,13.57,71.03,True
21,Maithan Alloys,590078.0,MAITHANALL,Mining / Minerals / Metals,611.8,8.5,1781.04,0.98,55.45,-13.24,445.88,-4.95,19.73,28.88,10.41,1.38,-44.95,0.01,15.41,4.0,,0.92,29.11,1515.93,True
23,MOIL,533286.0,MOIL,Mining / Minerals / Metals,171.6,39.18,4072.55,3.5,51.38,-7.36,267.7,4.48,11.4,28.88,0.0,1.51,57.98,0.0,8.31,4.0,,0.92,237.33,3265.5,True
25,NMDC,526371.0,NMDC,Mining / Minerals / Metals,133.85,10.38,39226.16,3.95,2157.81,54.75,4355.1,44.86,22.61,28.88,523.8,1.36,2125.97,0.02,13.45,5.0,,0.92,306.19,32372.72,True
26,Orissa Minerals,590086.0,ORISSAMINE,Mining / Minerals / Metals,2573.6,,1544.16,0.0,-13.77,5.17,0.0,,-8.37,28.88,312.67,64.69,-171.31,13.1,-79.56,3.0,,0.92,0.6,431.31,True
27,Rajdarshan Inds,526662.0,ARENTERP,Miscellaneous,11.15,,3.47,0.0,0.31,158.33,0.0,,-40.89,,0.0,0.21,-0.1,0.0,-30.35,4.0,,0.38,3.11,16.48,True
34,Shyam Century,539252.0,SHYAMCENT,Mining / Minerals / Metals,5.4,8.16,119.97,0.0,3.61,646.97,35.63,124.37,0.18,28.88,1.7,0.76,-8.08,0.01,1.14,3.0,,0.92,22.22,176.49,True
35,South West Pinn.,,SOUTHWEST,Mining / Minerals / Metals,49.0,17.62,136.72,1.02,3.0,215.79,28.23,67.64,8.18,28.88,55.35,1.63,13.0,0.66,3.96,3.0,,0.92,27.9,169.94,True
40,Vedanta,500295.0,VEDL,Mining / Minerals / Metals,214.75,7.95,79826.8,4.42,3299.0,46.99,22735.0,6.44,11.65,28.88,49453.0,1.42,19298.0,0.88,21.29,6.0,,0.92,372.0,182564.0,True
0,Aarvi Encon,,AARVI,Miscellaneous,52.6,6.77,77.76,1.9,2.65,120.83,49.79,-1.97,10.7,25.43,1.18,0.95,3.7,0.01,9.77,4.0,,1.11,14.78,108.27,True
2,Affle India,542752.0,AFFLE,Miscellaneous,5618.0,156.15,14323.86,0.0,30.69,43.08,150.49,59.32,42.67,25.43,101.21,52.79,73.03,0.37,43.46,4.0,,1.11,25.5,617.42,True
3,Agri-Tech India,537292.0,AGRITECH,Miscellaneous,34.55,,20.52,0.0,-0.93,-55.0,0.0,,-1.01,25.43,0.25,0.17,-2.44,0.0,-1.01,4.0,,1.11,5.94,119.16,True
10,Antony Waste han,543254.0,AWHCL,Miscellaneous,300.35,8.69,849.61,0.0,13.63,93.06,123.48,8.58,35.28,25.43,210.3,4.04,95.79,1.0,33.94,8.0,,1.11,14.14,663.49,True
11,Apex Frozen Food,540692.0,APEX,Aquaculture,246.4,17.08,770.0,0.81,2.25,-89.41,156.07,-20.05,17.9,22.73,172.09,1.8,58.3,0.4,16.15,4.0,,1.52,31.25,664.28,True
12,Archidply Decor,543231.0,ADL,Miscellaneous,31.55,,17.56,0.0,0.06,,9.48,29.69,2.3,25.43,21.27,0.36,5.31,0.44,-2.23,5.0,,1.11,5.57,79.24,True
13,Archidply Inds.,532994.0,ARCHIDPLY,Miscellaneous,36.5,97.04,80.54,0.0,2.77,45.79,71.88,-1.52,8.88,25.43,41.12,0.92,9.78,0.47,4.3,7.0,,1.11,22.07,178.98,True
15,Aro Granite Inds,513729.0,AROGRANITE,Miscellaneous,51.2,20.89,78.34,0.0,1.05,59.09,48.3,13.57,3.43,25.43,166.09,0.43,62.94,0.9,2.0,4.0,,1.11,15.3,396.96,True
18,Avanti Feeds,512573.0,AVANTIFEED,Food - Processing - Indian,484.85,17.51,6605.87,1.05,74.99,56.72,915.43,-0.79,36.64,16.88,8.14,4.09,125.09,0.01,26.07,7.0,,2.6,13.62,2190.37,True
19,Banka Bioloo,,BANKA,Miscellaneous,75.85,12.89,77.98,0.92,0.37,-65.74,7.59,-43.32,27.04,25.43,11.59,2.8,-6.0,0.42,24.33,4.0,,1.11,4.11,46.78,True
23,Bombay Super Hyb,,BSHSL,Miscellaneous,135.5,53.45,142.19,0.0,1.59,156.45,51.8,74.35,12.62,25.43,5.61,5.62,-0.17,0.22,12.09,5.0,,1.11,7.87,58.99,True
24,BSE,,BSE,Miscellaneous,587.0,21.01,2642.93,2.9,32.37,129.44,157.69,9.59,4.63,25.43,0.0,1.09,396.71,0.0,4.19,5.0,,1.11,9.0,4594.37,True
25,C D S L,,CDSL,Miscellaneous,613.85,36.2,6414.73,0.73,53.69,158.0,86.13,59.12,19.59,25.43,0.0,8.31,82.14,0.0,15.23,5.0,,1.11,104.5,973.43,True
26,Cams Services,543232.0,CAMS,Miscellaneous,1896.5,58.4,9253.22,0.76,74.3,62.05,179.57,7.57,51.25,25.43,0.0,22.81,180.1,0.0,35.96,8.0,,1.11,48.76,725.18,True
28,Century Plyboard,532548.0,CENTURYPLY,Miscellaneous,314.9,49.32,6996.23,0.32,65.85,163.51,660.1,9.1,14.59,25.43,152.17,6.27,400.13,0.14,14.16,6.0,,1.11,22.25,1576.81,True
33,Confidence Petro,526829.0,CONFIPET,Miscellaneous,43.85,43.51,1200.77,0.17,19.99,10.81,258.47,0.89,16.13,25.43,57.07,2.62,66.23,0.12,12.5,7.0,,1.11,27.38,696.54,True
35,Cox & Kings,533144.0,COX&KINGS,Travel Agencies,1.3,,22.95,0.0,-186.07,-579.16,5.01,-99.6,-9.55,25.35,5532.16,,-336.87,,,4.0,,0.75,88.28,344.41,True
38,Cupid,530843.0,CUPID,Miscellaneous,212.45,8.61,283.37,2.12,9.5,-6.95,47.88,9.87,49.76,25.43,12.3,2.43,18.8,0.11,44.25,7.0,,1.11,13.34,148.97,True
44,Dredging Corpn.,523618.0,DREDGECORP,Miscellaneous,434.0,,1215.2,0.0,-25.61,-181.66,259.04,27.88,1.26,25.43,362.54,0.79,117.35,0.24,0.35,6.0,,1.11,28.0,2367.77,True
51,Future Market,533296.0,FMNL,Miscellaneous,17.65,,101.57,0.0,-2.99,-153.87,17.44,-46.21,2.94,25.43,201.09,0.75,-81.37,1.49,-10.06,1.0,,1.11,57.54,676.59,True
55,GKW,504704.0,GKWLIMITED,Miscellaneous,511.6,34.05,305.43,0.0,11.27,179.65,14.67,120.6,0.78,25.43,0.62,1.53,-9.33,0.0,1.17,4.0,,1.11,5.97,212.7,True
57,Godrej Agrovet,540743.0,GODREJAGRO,Food - Processing - Indian,492.85,27.96,9466.26,1.12,61.6,19.38,1526.15,-14.39,17.69,16.88,451.42,4.91,239.78,0.23,17.98,4.0,,2.6,192.07,4748.52,True
59,Greenlam Industr,538979.0,GREENLAM,Miscellaneous,945.2,35.35,2281.37,0.42,31.95,9.87,334.6,-6.54,17.55,25.43,244.47,4.46,98.1,0.48,18.78,7.0,,1.11,12.07,1046.25,True
60,Greenpanel Inds.,542857.0,GREENPANEL,Miscellaneous,180.5,71.98,2213.42,0.0,30.45,6519.57,316.93,34.53,5.8,25.43,449.55,3.44,99.81,0.7,3.54,6.0,,1.11,12.26,1403.23,True
61,Greenply Industr,526797.0,GREENPLY,Miscellaneous,190.65,38.49,2337.89,0.21,24.99,17.21,340.4,-1.61,21.25,25.43,171.47,6.11,57.64,0.45,22.87,6.0,,1.11,12.26,851.27,True
62,Gujarat Gas,539336.0,GUJGASLTD,Miscellaneous,531.95,31.1,36618.91,0.23,392.3,98.83,2829.4,12.9,28.9,25.43,1451.39,9.73,1419.99,0.39,43.46,9.0,,1.11,137.68,8152.28,True
67,Indian Energy Ex,540750.0,IEX,Miscellaneous,302.75,46.07,9069.07,0.83,60.08,42.03,85.02,42.46,57.04,25.43,0.0,18.88,127.87,0.0,45.05,4.0,,1.11,29.85,788.32,True
73,Jindal Photo,532624.0,JINDALPHOT,Photographic And Allied Products,36.0,,36.94,0.0,-0.94,-6.82,0.05,-28.57,-0.49,5.54,55.1,1.67,-3.08,2.49,-4.39,5.0,,0.33,10.26,98.47,True
74,Jiya Eco-Product,539225.0,JIYAECO,Miscellaneous,6.35,,19.1,0.0,0.1,-98.08,4.12,-90.39,6.43,25.43,39.66,0.26,5.46,0.53,-0.81,4.0,,1.11,30.07,149.46,True
